location,metric,winery,country,lat,lon
"Barnett winery ,Anderson Valley, California, US",0.5312121212121211,Barnett,US,38.5320438,-122.553647
"Barnett winery ,Green Valley, California, US",0.5,Barnett,US,38.5320438,-122.553647
"Baux Wine winery ,Russian River Valley, California, US",0.5,Baux Wine,US,38.4836416,-122.8175328
"Beaver Creek winery ,Rutherford, California, US",0.5,Beaver Creek,US,38.733583,-122.6236481
"Belle Glos winery ,Sonoma County-Monterey County-Santa Barbara County, California, US",0.6166666666666667,Belle Glos,US,38.5779555,-122.9888319
"Benziger winery ,Russian River Valley, California, US",0.7111111111111111,Benziger,US,38.3608081,-122.5427163
"Benziger winery ,Sonoma Valley, California, US",0.48749999999999993,Benziger,US,38.3608081,-122.5427163
"Bethany Vineyard winery ,Columbia Valley (WA), Washington, US",0.5666666666666668,Bethany Vineyard,US,45.8076459,-122.6288093
"Bethany Vineyard winery ,Washington, Washington, US",0.55,Bethany Vineyard,US,45.8076459,-122.6288093
"Biltmore Estate winery ,Russian River Valley, California, US",0.5604166666666666,Biltmore Estate,US,35.5548152,-82.5808997
"Bjornstad winery ,Sonoma County, California, US",0.4678571428571428,Bjornstad,US,38.563979,-122.872963
"Black Cordon winery ,Sonoma Coast, California, US",0.5666666666666668,Black Cordon,US,38.347513,-122.358854
"Black Stallion winery ,California, California, US",0.47500000000000003,Black Stallion,US,38.35983179999999,-122.2906388
"Blondie winery ,Napa Valley, California, US",0.75,Blondie,US,38.3638014,-122.3391244
"Blue Pirate winery ,Columbia Valley (WA), Washington, US",0.5,Blue Pirate,US,47.7340583,-122.1522083
"Bolen winery ,Oak Knoll District, California, US",0.48,Bolen,US,38.3317818,-122.3408399
"Bonterra winery ,Lake County-Mendocino County, California, US",0.5936666666666668,Bonterra,US,39.040203,-123.1852984
"Braveheart winery ,California, California, US",0.4666666666666666,Braveheart,US,36.778261,-119.4179324
"Briceland winery ,Humboldt County, California, US",0.561111111111111,Briceland,US,40.11232,-123.8956651
"Bridlewood winery ,Santa Barbara County, California, US",0.475,Bridlewood,US,34.6502451,-120.0830196
"Brushstroke winery ,Monterey County, California, US",0.4805555555555556,Brushstroke,US,36.5977854,-121.8900577
"Cameron Hughes winery ,Chalk Hill, California, US",0.4847619047619048,Cameron Hughes,US,38.6037982,-122.7772125
"Campesino winery ,Los Carneros, California, US",0.47000000000000003,Campesino,US,36.778261,-119.4179324
"Canoe Ridge winery ,Washington, Washington, US",0.75,Canoe Ridge,US,46.06766469999999,-118.3381224
"Carivintas winery ,Dunnigan Hills, California, US",0.6,Carivintas,US,34.5954198,-120.1393985
"Carlton Cellars winery ,Oregon, Oregon, US",0.5,Carlton Cellars,US,45.3000929,-122.9768905
"Carol Shelton winery ,Oakville, California, US",0.49523809523809526,Carol Shelton,US,38.4715911,-122.7424107
"Carte Blanche winery ,Sonoma Coast, California, US",0.48750000000000004,Carte Blanche,US,38.291859,-122.4580356
"Castello di Amorosa winery ,North Coast, California, US",0.52,Castello di Amorosa,US,38.5585812,-122.5427528
"Chamisal Vineyards winery ,Central Coast, California, US",0.48115079365079366,Chamisal Vineyards,US,35.2003746,-120.5717541
"Chandon winery ,North Coast, California, US",0.6,Chandon,US,38.3972783,-122.3648698
"Charles Krug winery ,Yountville, California, US",0.4777777777777778,Charles Krug,US,38.518744,-122.480955
"City Winery of New York winery ,Lake County, California, US",0.7,City Winery of New York,US,40.726232,-74.0060077
"Cline winery ,Los Carneros, California, US",0.46416666666666667,Cline,US,38.2141294,-122.458146
"Conclusion winery ,Sonoma County, California, US",0.4625,Conclusion,US,38.2995043,-122.4219437
"Couloir winery ,Mendocino County, California, US",0.4714285714285715,Couloir,US,39.2752186,-123.593416
"Courtney Benham winery ,Santa Cruz Mountains, California, US",0.6083333333333334,Courtney Benham,US,37.1108921,-121.8448906
"Covenant winery ,Lodi, California, US",0.6425,Covenant,US,37.8821837,-122.3026462
"Cru Vin Dogs winery ,Sonoma County, California, US",0.475,Cru Vin Dogs,US,38.5297313,-122.7998793
"David Family winery ,Monterey County, California, US",0.47333333333333333,David Family,US,36.5977854,-121.8900577
"De Paola Vineyard winery ,Arroyo Grande Valley, California, US",0.5381944444444444,De Paola Vineyard,US,35.1443363,-120.543623
"Derbes winery ,Carneros, California, US",0.48750000000000004,Derbes,US,38.4980851,-122.8776367
"Des Voigne Cellars winery ,Red Mountain, Washington, US",0.5904761904761906,Des Voigne Cellars,US,46.2935395,-119.4518873
"Dobbes Family Estate winery ,Oregon, Oregon, US",0.6599999999999999,Dobbes Family Estate,US,45.2795302,-123.0078417
"Dominio IV winery ,Eola-Amity Hills, Oregon, US",0.65,Dominio IV,US,45.296091,-123.122246
"Dominio IV winery ,Willamette Valley, Oregon, US",0.6,Dominio IV,US,45.296091,-123.122246
"Drake winery ,Santa Maria Valley, California, US",0.5293333333333334,Drake,US,34.4174572,-119.681282
"Drink Washington State winery ,Columbia Valley (WA), Washington, US",0.5,Drink Washington State,US,47.7340583,-122.1522083
"E16 winery ,Anderson Valley, California, US",0.48609457671957673,E16,US,39.0865657,-123.4794542
"E16 winery ,Bennett Valley, California, US",0.4666666666666666,E16,US,38.4404672,-122.6766527
"Eight Bells winery ,Oregon, Oregon, US",0.625,Eight Bells,US,47.67369799999999,-122.3176775
"Electra winery ,California, California, US",0.5,Electra,US,38.5311387,-120.811756
"Elizabeth Chambers winery ,Dundee Hills, Oregon, US",0.54,Elizabeth Chambers,US,45.2111604,-123.1900139
"Epilogue winery ,California, California, US",0.4777777777777778,Epilogue,US,36.778261,-119.4179324
"Erba winery ,Napa Valley, California, US",0.4666666666666667,Erba,US,38.3611302,-122.3055064
"Esterlina winery ,Anderson Valley, California, US",0.8,Esterlina,US,39.0865657,-123.4794542
"Failla winery ,Anderson Valley, California, US",0.5135416666666667,Failla,US,38.5484202,-122.4899991
"Felten Cellars winery ,San Luis Obispo County, California, US",0.47500000000000003,Felten Cellars,US,35.2442887,-120.6702831
"Fleuron winery ,California, California, US",0.6,Fleuron,US,36.778261,-119.4179324
"Fog Alley winery ,Central Coast, California, US",0.8,Fog Alley,US,35.2170004,-120.6075179
"Folk Machine winery ,Potter Valley, California, US",0.5286666666666666,Folk Machine,US,38.4297017,-122.7215786
"Gamble Family Vineyards winery ,St. Helena, California, US",0.5277777777777778,Gamble Family Vineyards,US,38.4291466,-122.386889
"Ghost Pines winery ,California, California, US",0.5466666666666666,Ghost Pines,US,36.778261,-119.4179324
"Ghost Pines winery ,Sonoma-Napa-Monterey, California, US",0.7,Ghost Pines,US,38.291859,-122.4580356
"Gorman winery ,Columbia Gorge (WA), Washington, US",0.4750000000000001,Gorman,US,47.73305970000001,-122.1425914
"Gristina winery ,Long Island, New York, US",0.4654761904761905,Gristina,US,41.0292393,-72.4689789
"H. Gray winery ,Yountville, California, US",0.47857142857142854,H. Gray,US,38.40596350000001,-122.366255
"Hard Row To Hoe winery ,Yakima Valley, Washington, US",0.5666666666666667,Hard Row To Hoe,US,47.896664,-120.1325789
"Harrison winery ,Napa Valley, California, US",0.5,Harrison,US,38.4947142,-122.4224996
"Hayward by Folin Cellars winery ,Ribbon Ridge, Oregon, US",0.7,Hayward by Folin Cellars,US,42.355109,-123.9342467
"HdV winery ,Carneros, California, US",0.4777777777777777,HdV,US,38.3257249,-122.2830894
"Hess winery ,Mendocino-Lake County-Napa, California, US",0.49666666666666676,Hess,US,38.3380587,-122.3900926
"Hollywood Hill winery ,Wahluke Slope, Washington, US",0.6439999999999999,Hollywood Hill,US,47.73305970000001,-122.1425914
"Hosmer winery ,New York, New York, US",0.5777777777777778,Hosmer,US,42.6840282,-76.74526259999999
"Huett winery ,Willamette Valley, Oregon, US",0.5,Huett,US,44.942554,-122.9337615
"Hunt Cellars winery ,Central Coast, California, US",0.5291666666666667,Hunt Cellars,US,35.566526,-120.745808
"Indian Rock winery ,Sierra Foothills, California, US",0.475,Indian Rock,US,38.12996529999999,-120.4378697
"J Wilkes winery ,Sta. Rita Hills, California, US",0.5208333333333334,J Wilkes,US,34.412764,-119.6903388
"JC Cellars winery ,California, California, US",0.5249999999999999,JC Cellars,US,38.2917039,-122.4591971
"JC Cellars winery ,Santa Barbara County, California, US",0.5249999999999999,JC Cellars,US,34.6428589,-120.4548077
"JCB winery ,Marin County, California, US",0.5,JCB,US,38.4012008,-122.3604548
"Jaffe winery ,St. Helena, California, US",0.6382936507936507,Jaffe,US,38.4816035,-122.4472988
"Joseph Swan Vineyards winery ,Sonoma County, California, US",0.6194444444444445,Joseph Swan Vineyards,US,38.483276,-122.8493168
"K&M; winery ,Willamette Valley, Oregon, US",0.46875,K&M;,US,37.0366406,-95.6714121
"Keever winery ,Napa Valley, California, US",0.4979166666666667,Keever,US,38.3846894,-122.3645813
"Kendall-Jackson winery ,Santa Barbara-Monterey, California, US",0.4983333333333333,Kendall-Jackson,US,34.7444264,-120.2782114
"La Famiglia di Robert Mondavi winery ,California, California, US",0.47708333333333336,La Famiglia di Robert Mondavi,US,38.4412684,-122.4098023
"La Marea winery ,San Benito County, California, US",0.497,La Marea,US,36.4778082,-121.729145
"Lagniappe winery ,Anderson Valley, California, US",0.4777777777777778,Lagniappe,US,38.4762036,-122.4198821
"Lake Sonoma winery ,Sonoma Valley, California, US",0.7,Lake Sonoma,US,38.2931304,-122.4593339
"Lane Tanner winery ,Santa Maria Valley, California, US",0.5163020833333334,Lane Tanner,US,36.778261,-119.4179324
"LangeTwins winery ,California, California, US",0.6,LangeTwins,US,38.2041607,-121.2968284
"Latta winery ,Columbia Valley (WA), Washington, US",1.0,Latta,US,47.5675874,-122.3352644
"Leo Steen Wines winery ,Santa Cruz Mountains, California, US",0.5,Leo Steen Wines,US,38.6061047,-122.8620429
"Leoness winery ,South Coast, California, US",0.5111111111111112,Leoness,US,33.5220983,-117.018857
"Leonesse Cellars winery ,California, California, US",0.6,Leonesse Cellars,US,33.5220983,-117.018857
"Line 39 winery ,Central Coast, California, US",0.6444444444444445,Line 39,US,36.778261,-119.4179324
"Loken Cellars winery ,Sierra Foothills, California, US",0.8,Loken Cellars,US,36.778261,-119.4179324
"Longship winery ,Horse Heaven Hills, Washington, US",0.4777777777777778,Longship,US,46.2707876,-119.2692529
"Lot 205 winery ,California, California, US",0.6,Lot 205,US,37.7599789,-121.4484322
"M. Autumn winery ,Sonoma Coast, California, US",0.5583333333333333,M. Autumn,US,38.2914666,-122.4557344
"Madrigal winery ,Mendocino, California, US",0.47261904761904755,Madrigal,US,38.553413,-122.520829
"Maestral winery ,Santa Lucia Highlands, California, US",0.48500000000000004,Maestral,US,36.4307709,-121.4203754
"Marietta Cellars winery ,California, California, US",0.49190476190476196,Marietta Cellars,US,38.717482,-122.9238566
"Martin Estate winery ,Napa Valley, California, US",0.4938571428571429,Martin Estate,US,,
"Martin Woods winery ,McMinnville, Oregon, US",0.48333333333333334,Martin Woods,US,45.1773676,-123.3258587
"Matello winery ,Dundee Hills, Oregon, US",0.625,Matello,US,45.2762108,-123.0124765
"McCay Cellars winery ,Mokelumne River, California, US",0.47303571428571434,McCay Cellars,US,38.1327051,-121.2722189
"Meeker winery ,Sonoma County, California, US",0.5833333333333334,Meeker,US,38.7064661,-122.9044017
"Merriman winery ,Willamette Valley, Oregon, US",0.475,Merriman,US,44.8279071,-123.012622
"Michael Pozzan winery ,Sonoma County-Napa County, California, US",0.5625,Michael Pozzan,US,38.4365318,-122.4019587
"Miro winery ,Anderson Valley, California, US",0.4625,Miro,US,,
"Miro winery ,North Coast, California, US",0.5523809523809523,Miro,US,,
"Mosquito Fleet winery ,Red Mountain, Washington, US",0.6,Mosquito Fleet,US,47.4545081,-122.827595
"Mythology winery ,Eola-Amity Hills, Oregon, US",0.5,Mythology,US,45.1312282,-123.1637138
"Naggiar winery ,California, California, US",0.5333333333333333,Naggiar,US,39.0571791,-121.1865826
"Notre Vin winery ,Napa Valley, California, US",0.5972727272727273,Notre Vin,US,38.5024689,-122.2653887
"Noviello winery ,Yakima Valley, Washington, US",0.625,Noviello,US,46.3289058,-120.0086385
"Novy winery ,Green Valley, California, US",0.561111111111111,Novy,US,34.6216542,-118.4139702
"Oak Mountain winery ,Temecula Valley, California, US",0.4666666666666667,Oak Mountain,US,33.5187458,-117.0226132
"Obrien & Obrien winery ,South Coast, California, US",0.6,Obrien & Obrien,US,41.7940154,-72.6100668
"One Leaf winery ,Napa Valley, California, US",0.49000000000000005,One Leaf,US,38.4141825,-122.3213126
"O•S Winery winery ,Washington, Washington, US",0.5755357142857143,O•S Winery,US,47.546384,-122.317093
"Pacific Coast winery ,Paso Robles, California, US",0.55,Pacific Coast,US,35.660595,-120.651569
"Pacific Echo winery ,Mendocino County, California, US",0.46325757575757576,Pacific Echo,US,39.5500194,-123.438353
"Paoletti winery ,Calistoga, California, US",0.6875,Paoletti,US,38.5730124,-122.544003
"Parducci winery ,Anderson Valley, California, US",0.47500000000000003,Parducci,US,39.1997536,-123.2122641
"Peace Water winery ,Napa Valley, California, US",0.4962962962962963,Peace Water,US,39.9782051,-86.12798719999999
"Peju Province winery ,North Coast, California, US",0.4833333333333334,Peju Province,US,38.4554826,-122.4180526
"Pellegrini winery ,Alexander Valley, California, US",0.5933333333333334,Pellegrini,US,38.4746237,-122.8213896
"Pessagno Winery winery ,San Benito County, California, US",0.52,Pessagno Winery,US,36.4808488,-121.4842889
"Pine Ridge winery ,Carneros-Napa Valley, California, US",0.4625,Pine Ridge,US,38.4053712,-122.3322906
"Pinot d'Oro winery ,Monterey County, California, US",0.5888888888888889,Pinot d'Oro,US,36.3136201,-121.3541631
"Poggi Wines winery ,Napa Valley, California, US",0.75,Poggi Wines,US,38.3477007,-122.3078398
"Project Paso winery ,Paso Robles, California, US",0.5145833333333334,Project Paso,US,35.629625,-120.691259
"Q & A winery ,California, California, US",0.5111111111111111,Q & A,US,36.140729,-95.973789
"RN Estate winery ,Santa Maria Valley, California, US",0.5266666666666666,RN Estate,US,35.7178393,-120.6831866
"Rasa winery ,Horse Heaven Hills, Washington, US",0.5304112554112554,Rasa,US,46.010507,-118.3171553
"Redwood Creek winery ,Lodi, California, US",0.6611111111111111,Redwood Creek,US,38.1459966,-121.3077252
"Redwood winery ,California, California, US",0.5363888888888889,Redwood,US,39.2463084,-123.2074415
"Rex Hill winery ,Dundee Hills, Oregon, US",0.5427083333333333,Rex Hill,US,45.3143194,-122.9197436
"Robert Hunter winery ,Sonoma Valley, California, US",0.46916666666666673,Robert Hunter,US,38.3353304,-122.5093909
"Robledo winery ,Sonoma Valley, California, US",0.5111111111111112,Robledo,US,38.2473916,-122.4834992
"Rocking Horse winery ,Napa Valley, California, US",0.5599999999999999,Rocking Horse,US,38.3776798,-122.2865653
"Rosenblum winery ,Dry Creek Valley, California, US",0.5,Rosenblum,US,37.79534719999999,-122.2793556
"Ross Andrew winery ,Oregon, Oregon, US",0.575,Ross Andrew,US,,
"Saintsbury winery ,Sonoma Valley, California, US",0.5,Saintsbury,US,38.2501452,-122.3255536
"Saviah winery ,Red Mountain, Washington, US",0.4749999999999999,Saviah,US,46.005077,-118.382599
"Sawbuck winery ,California, California, US",0.4791666666666667,Sawbuck,US,38.7618763,-121.9286025
"Scar of the Sea winery ,Santa Barbara County, California, US",0.4642857142857143,Scar of the Sea,US,34.8935975,-120.2996262
"Schramsberg winery ,Napa-Monterey-Mendocino, California, US",0.595,Schramsberg,US,38.5494815,-122.5378838
"Script & Seal winery ,Washington, Washington, US",0.5654329004329004,Script & Seal,US,38.9556955,-94.7508306
"Semper winery ,Sonoma Coast, California, US",0.5666666666666667,Semper,US,38.2943713,-122.4587767
"Seven Bridges winery ,Walla Walla Valley (OR), Oregon, US",0.4672727272727273,Seven Bridges,US,45.539489,-122.6783716
"Seven of Hearts winery ,Oregon, Oregon, US",0.5666666666666667,Seven of Hearts,US,45.2943904,-123.1779395
"Shannon Ridge winery ,Red Hills Lake County, California, US",0.4833333333333334,Shannon Ridge,US,39.022324,-122.6750678
"Shark Trust winery ,California, California, US",0.5875,Shark Trust,US,36.778261,-119.4179324
"Sheldon winery ,Anderson Valley, California, US",0.5253535353535354,Sheldon,US,38.4722338,-122.7441166
"Shooting Star winery ,Yakima Valley, Washington, US",0.5,Shooting Star,US,46.2955245,-119.5266909
"Sidebar winery ,High Valley, California, US",0.47145833333333337,Sidebar,US,36.778261,-119.4179324
"Sierra Starr winery ,Amador County, California, US",0.506,Sierra Starr,US,39.2118755,-121.0905952
"Signal Ridge winery ,Anderson Valley, California, US",0.4916666666666667,Signal Ridge,US,39.0451392,-123.407419
"Sinatra Family winery ,Napa Valley, California, US",0.5566666666666666,Sinatra Family,US,38.3611302,-122.3055064
"Sinor-LaVallee winery ,Arroyo Grande Valley, California, US",0.4721064814814815,Sinor-LaVallee,US,35.1802729,-120.7352523
"Slow Press winery ,California, California, US",0.5625,Slow Press,US,36.778261,-119.4179324
"Sola winery ,Paso Robles, California, US",0.5666666666666667,Sola,US,35.6484541,-120.6725637
"Spann Vineyards winery ,Lake County, California, US",0.8,Spann Vineyards,US,38.4194617,-122.5518752
"Spicewood winery ,Texas High Plains, Texas, US",0.51,Spicewood,US,30.4760499,-98.15657399999999
"St. Amant winery ,Mokelumne River, California, US",0.5111666666666668,St. Amant,US,38.145625,-121.246067
"Stephen Ross winery ,Santa Barbara County, California, US",0.5305555555555556,Stephen Ross,US,35.2442887,-120.6702831
"Straight Line winery ,Santa Barbara County, California, US",0.4847222222222222,Straight Line,US,34.415343,-119.690619
"Sutcliffe winery ,Carneros, California, US",0.5555555555555556,Sutcliffe,US,37.3364687,-108.8204706
"Swiftwater Cellars winery ,Yakima Valley, Washington, US",0.5083333333333334,Swiftwater Cellars,US,47.20824,-120.996962
"TV Celadon winery ,Arroyo Seco, California, US",0.475,TV Celadon,US,36.3785325,-121.383945
"Tamayo Family winery ,Sonoma County, California, US",0.55,Tamayo Family,US,37.9152935,-121.6460952
"Tandem winery ,Mendocino Ridge, California, US",0.5604166666666667,Tandem,US,39.33667,-123.3
"Temptation winery ,California, California, US",0.55,Temptation,US,38.65649,-122.786907
"The Jack winery ,Columbia Valley (WA), Washington, US",0.4672727272727273,The Jack,US,46.005077,-118.382599
"The Seven Brothers winery ,Clear Lake, California, US",0.5800000000000001,The Seven Brothers,US,,
"The Winery SF winery ,California, California, US",0.48999999999999994,The Winery SF,US,37.81874639999999,-122.3664222
"Three Rights Left winery ,Suisun Valley, California, US",0.5,Three Rights Left,US,38.276527,-122.1128601
"TimberRock winery ,Washington, Washington, US",0.5,TimberRock,US,47.655409,-117.015739
"Tortoise Creek winery ,California, California, US",0.4893939393939393,Tortoise Creek,US,36.778261,-119.4179324
"Trinchero winery ,California, California, US",0.7000000000000001,Trinchero,US,38.528453,-122.497828
"Truchard winery ,Carneros-Napa Valley, California, US",0.6,Truchard,US,38.285684,-122.323161
"Tudal winery ,Russian River Valley, California, US",0.5499999999999999,Tudal,US,38.5486179,-122.503492
"Turn 4 winery ,California, California, US",0.47222222222222215,Turn 4,US,33.54544120000001,-117.0457653
"Va Piano Bruno's Blend VII winery ,Columbia Valley (WA), Washington, US",0.5,Va Piano Bruno's Blend VII,US,46.003999,-118.371124
"Vigil winery ,California, California, US",0.495,Vigil,US,36.778261,-119.4179324
"Villa Mt. Eden winery ,Amador-Napa, California, US",0.4875,Villa Mt. Eden,US,38.2949364,-122.2835761
"Villa Mt. Eden winery ,Napa-Amador, California, US",0.7,Villa Mt. Eden,US,38.2975381,-122.286865
"Vina Robles winery ,Edna Valley, California, US",0.7000000000000001,Vina Robles,US,35.6373652,-120.6407659
"Vino La Monarcha winery ,Columbia Valley (WA), Washington, US",0.5,Vino La Monarcha,US,46.21258,-119.110252
"Von Holt winery ,Russian River Valley, California, US",0.55,Von Holt,US,38.4836416,-122.8175328
"Walter Dacon winery ,Yakima Valley, Washington, US",0.5,Walter Dacon,US,47.14818450000001,-123.064276
"Willful winery ,Umpqua Valley, Oregon, US",0.65,Willful,US,45.5646648,-122.5562239
"Wooldridge Creek winery ,Rogue Valley, Oregon, US",0.48750000000000004,Wooldridge Creek,US,42.3056196,-123.2013748
"Zero One Vintners winery ,Walla Walla Valley (OR), Oregon, US",0.4765625,Zero One Vintners,US,46.0655953,-118.3387429
"Zinfandelic winery ,Amador County, California, US",0.5552083333333333,Zinfandelic,US,38.3488921,-120.7740931
"m2 Wines winery ,Los Carneros, California, US",0.525,m2 Wines,US,38.188405,-121.281592
