location,Points,Price,Value,Sentiment,Variety
"Celani Family Vineyards winery ,Napa Valley, California, US",1.5919680734740749,0.6611730925263758,-0.6228144742320167,0.18288634238418577,-0.5408963354454864
"Domaine Faiveley winery ,Bienvenues Bâtard-Montrachet, Burgundy, France",1.5919680734740749,2.6668351145924247,-2.584822364264829,0.06329276307015959,-0.5408963354454864
"Louis Jadot winery ,Echézeaux, Burgundy, France",1.5919680734740749,0.9181262341433786,-0.874174915659708,-0.44331892707953546,-0.5408963354454864
"Schramsberg winery ,Napa-Monterey-Mendocino, California, US",1.5919680734740749,0.6968610288620706,-0.6577256466525295,2.2010279933083816,-0.5408963354454864
"Louis Jadot winery ,Chapelle-Chambertin, Burgundy, France",1.5919680734740749,1.3178311211031606,-1.2653247680702056,-0.38119670671363837,-0.5408963354454864
"Domaine Jean Grivot winery ,Clos de Vougeot, Burgundy, France",1.5919680734740749,1.2750055975003267,-1.2232866398648348,-0.6260313399204092,-0.5408963354454864
"Bryant Family winery ,Napa Valley, California, US",1.5919680734740749,1.6604353099258307,-1.6003273020063717,-0.8167166580488845,-0.5408963354454864
"D'Alfonso-Curran winery ,Santa Barbara County, California, US",1.5919680734740749,-0.2667132522016895,0.28487600870131286,0.8057695679780738,-0.5408963354454864
"Paul Hobbs winery ,Oakville, California, US",1.5919680734740749,1.2321800738974928,-1.1813932329602197,-0.2959409808541698,-0.5408963354454864
"Colgin winery ,Napa Valley, California, US",1.5919680734740749,1.0061564771047589,-0.9541967549749316,0.1208222642390879,-0.21688990472457687
"Staglin winery ,Napa Valley, California, US",1.5919680734740749,1.053740392219019,-1.0068373708576561,0.46359904938516483,-0.5408963354454864
"Gianni Voerzio winery ,Barolo, Piedmont, Italy",1.5919680734740749,0.1615419838266483,-0.1340580603448392,0.4583786947325688,-0.5408963354454864
"Roche de Bellene winery ,Chambertin, Burgundy, France",1.5919680734740749,2.809586859935204,-2.72446705394688,-0.2550697744556051,-0.5408963354454864
"Patrimony winery ,Adelaida District, California, US",1.5919680734740749,1.2321800738974928,-1.1813932329602197,-1.317016464845895,-0.5408963354454864
"Domaine Dujac winery ,Clos de la Roche, Burgundy, France",1.5919680734740749,1.4391701046445229,-1.3838780329991929,-0.2057927903863999,-0.5408963354454864
"Bouchard Père & Fils winery ,Chambertin Clos de Bèze, Burgundy, France",1.5919680734740749,3.373456254039182,-3.2760635781909797,0.005156995348063298,-0.5408963354454864
"Ken Wright winery ,Ribbon Ridge, Oregon, US",1.5919680734740749,-0.2809884267359674,0.29884047766951793,1.097278917556013,-0.5408963354454864
"Roche de Bellene winery ,Bonnes-Mares, Burgundy, France",1.5919680734740749,2.6953854636609806,-2.6127513022012394,-0.39016622516219035,-0.5408963354454864
"Château Climens winery ,Barsac, Bordeaux, France",1.5153942250894141,-0.16916622621745697,0.18766182088419298,0.7126930174107584,-0.5408963354454864
"Château Léoville Barton winery ,Saint-Julien, Bordeaux, France",1.4898696089611954,-0.03474166601967319,0.06099883066849324,-0.08514299606613944,-0.5408963354454864
"Horsepower winery ,Walla Walla Valley (WA), Washington, US",1.4898696089611954,0.10801007932310608,-0.08475275828247714,-0.8083977065248418,-0.21688990472457687
"Louis Jadot winery ,Corton-Charlemagne, Burgundy, France",1.4898696089611954,0.3899447763750951,-0.35086723834604366,0.038377434046404514,-0.5408963354454864
"Clos de Tart winery ,Clos de Tart, Burgundy, France",1.4898696089611954,1.5462339136516072,-1.4431557788234106,0.2737727648230301,-0.5408963354454864
"Gaja winery ,Langhe, Piedmont, Italy",1.480587930369115,2.1243784822898633,-2.065301397346686,-0.1988133605559749,-0.21688990472457687
"Casanova di Neri winery ,Brunello di Montalcino, Tuscany, Italy",1.469449916058616,0.05447817481956385,-0.020583180981362584,-0.5915639021015413,-0.21688990472457687
"Masseto winery ,Toscana, Tuscany, Italy",1.4388203767047536,3.462676094878419,-3.389970945981093,0.09255838763774558,-0.5408963354454864
"Domaine Jacques Prieur winery ,Musigny, Burgundy, France",1.4388203767047536,4.561864534017819,-4.4743620100731665,0.30488247128264595,-0.5408963354454864
"Crown Point winery ,Happy Canyon of Santa Barbara, California, US",1.4388203767047536,0.5897972198549861,-0.5597906208623543,-1.212060641333325,-0.21688990472457687
"Au Sommet winery ,Atlas Peak, California, US",1.4388203767047536,1.053740392219019,-1.016409418571111,-0.29911202272992043,-0.5408963354454864
"Il Colle winery ,Brunello di Montalcino, Tuscany, Italy",1.4388203767047536,-0.4058962039108993,0.41933914542410855,-0.4615146673665813,-0.5408963354454864
"Joseph Drouhin winery ,Grands-Echezeaux, Burgundy, France",1.4388203767047536,2.5669088928524793,-2.485242437492215,-0.14848753363176206,-0.5408963354454864
"Hall winery ,Rutherford, California, US",1.4388203767047536,0.5719532516871387,-0.5428862636903166,0.28289280589425597,-0.5408963354454864
"Dolce winery ,Napa Valley, California, US",1.4388203767047536,-0.14180547502675764,0.1599299737780022,1.0020568803227636,-0.21688990472457687
"Milziade Antano winery ,Montefalco Sagrantino, Central Italy, Italy",1.4388203767047536,-0.2667132522016895,0.28303857857391745,-0.9262017324447017,-0.5408963354454864
"Alpha Omega winery ,Atlas Peak, California, US",1.4388203767047536,0.6611730925263758,-0.6176168952023486,-0.47927178281367044,-0.5408963354454864
"Louis Latour winery ,Montrachet, Burgundy, France",1.408190837350891,3.0808151760864844,-3.0073217974006017,0.3497478601889945,-0.5408963354454864
"Wayfarer winery ,Fort Ross-Seaview, California, US",1.3877711444483116,0.06637415359812883,-0.04577286752063951,-0.3049025067063314,-0.21688990472457687
"Arkenstone winery ,Howell Mountain, California, US",1.3877711444483116,0.0068942597053040615,0.013696713013791073,0.49861892851299866,-0.21688990472457687
"Dal Forno Romano winery ,Amarone della Valpolicella, Veneto, Italy",1.3877711444483116,2.8381372090037598,-2.7776300322995193,-0.7745741586715612,-0.5408963354454864
"Yao Ming winery ,Napa Valley, California, US",1.3877711444483116,2.058950599007756,-1.99285293344352,-0.45689251920677937,-0.5408963354454864
"Bouchard Père & Fils winery ,Chevalier-Montrachet, Burgundy, France",1.3622465283200929,1.5640778818194547,-1.5181206781067014,0.5922042119889521,-0.5408963354454864
"Domaine du Comte Liger-Belair winery ,La Romanée, Burgundy, France",1.3622465283200929,12.652319701319835,-12.408677725216585,-0.22430132051833238,-0.5408963354454864
"Mascarello Giuseppe e Figlio winery ,Barolo, Piedmont, Italy",1.3469317586431615,0.5134250360965993,-0.47497032137588346,-0.6256725027641397,-0.5408963354454864
"Domaine Perrot-Minot winery ,Mazoyeres-Chambertin, Burgundy, France",1.285672679935432,2.6596975273252856,-2.6127513022012394,-1.7306109266402363,-0.5408963354454864
"Olivier Leflaive winery ,Bâtard-Montrachet, Burgundy, France",1.285672679935432,2.4063131793418524,-2.362272827234698,1.156007907397722,-0.5408963354454864
"Louis Jadot winery ,Chambolle-Musigny, Burgundy, France",1.285672679935432,-0.070429602355368,0.0860660689171302,1.1927876788137426,-0.5408963354454864
"Chanson Père et Fils winery ,Charmes-Chambertin, Burgundy, France",1.285672679935432,1.0418444134404539,-1.0126936907105037,-1.2810227127383627,-0.5408963354454864
"Venge winery ,Calistoga, California, US",1.285672679935432,-0.016897697851825783,0.033148081248142405,-0.3193355040803711,-0.5408963354454864
"Three Sticks winery ,Santa Maria Valley, California, US",1.285672679935432,-0.30240118853738435,0.3153773488160766,-0.1360298691198842,-0.5408963354454864
"Hiedler winery ,nan, Kremstal, Austria",1.285672679935432,-0.4808408702158584,0.4917706410460353,0.08820809209391534,-0.5408963354454864
"Domaine des Croix winery ,Corton-Charlemagne, Burgundy, France",1.285672679935432,0.41135753817651205,-0.3901958201037585,-0.8253539721104531,-0.5408963354454864
"Domaine Jayer-Gilles winery ,Echézeaux, Burgundy, France",1.285672679935432,1.410619755575967,-1.3779982565915279,-0.32289483679805064,-0.5408963354454864
"Metzker Family Estates winery ,Russian River Valley, California, US",1.285672679935432,-0.2667132522016895,0.2800986903700848,-0.8132738125837838,-0.5408963354454864
"Château Trotanoy winery ,Pomerol, Bordeaux, France",1.285672679935432,1.589059437254441,-1.5416077264457784,-0.1820194139428996,-0.5408963354454864
"Résonance winery ,McMinnville, Oregon, US",1.285672679935432,-0.37377706120877396,0.3859346657080601,0.2875307242839593,-0.5408963354454864
"Louis Jadot winery ,Clos de Vougeot, Burgundy, France",1.285672679935432,0.6683106797935147,-0.6442021609148993,0.5449891241960992,-0.5408963354454864
"Bouchard Père & Fils winery ,Clos de Vougeot, Burgundy, France",1.285672679935432,0.6968610288620706,-0.6724250876716925,1.3980425321999181,-0.5408963354454864
"Vieux Château Certan winery ,Pomerol, Bordeaux, France",1.285672679935432,0.12228525385738401,-0.09907337459788726,-0.8590112380059636,-0.5408963354454864
"Cordant winery ,Santa Maria Valley, California, US",1.285672679935432,-0.4308777593458857,0.44238051922164684,-1.942391223342158,-0.5408963354454864
"Copain Wines winery ,Anderson Valley, California, US",1.285672679935432,-0.37377706120877396,0.3859346657080601,-0.220288981818403,-0.5408963354454864
"Hartford Court winery ,Green Valley, California, US",1.285672679935432,-0.30240118853738435,0.3153773488160766,-0.9511170614684573,-0.5408963354454864
"Alex Gambal winery ,Charmes-Chambertin, Burgundy, France",1.285672679935432,0.6968610288620706,-0.6724250876716925,-1.2915474618438338,-0.5408963354454864
"Cardinale winery ,Mount Veeder, California, US",1.285672679935432,0.1615419838266483,-0.14324521098181633,0.7609219757353138,-0.5408963354454864
"Girard winery ,Diamond Mountain District, California, US",1.285672679935432,-0.19533737953029987,0.20954137347810128,-0.3403355671146794,-0.5408963354454864
"Dalla Valle winery ,Napa Valley, California, US",1.285672679935432,0.05447817481956385,-0.03675245210894221,-0.48620041172586287,-0.21688990472457687
"Holus Bolus winery ,Sta. Rita Hills, California, US",1.285672679935432,-0.4915472511165669,0.5023542385798329,-0.15817682825211152,-0.5408963354454864
"Alex Gambal winery ,Clos de Vougeot, Burgundy, France",1.285672679935432,0.5541092835192913,-0.5313104538877255,-0.7291728924504954,-0.5408963354454864
"Quilceda Creek winery ,Columbia Valley (WA), Washington, US",1.285672679935432,0.03663420665171644,-0.014814657016593473,-0.1709438157263589,0.43112295671724227
"Paix Sur Terre winery ,North Coast, California, US",1.285672679935432,-0.359501886674496,0.37182320232966337,-1.2273212803603752,-0.5408963354454864
"Quady winery ,Amador County, California, US",1.285672679935432,-0.4879784574829974,0.49882637273523367,-0.26772517967402043,-0.5408963354454864
"Alex Gambal winery ,Latricières-Chambertin, Burgundy, France",1.285672679935432,0.6968610288620706,-0.6724250876716925,-1.616000413130961,-0.5408963354454864
"Hoopes winery ,Oakville, California, US",1.285672679935432,-0.19533737953029987,0.20954137347810128,0.12558108562954828,-0.5408963354454864
"Eugenio Bocchino winery ,Barolo, Piedmont, Italy",1.285672679935432,-0.016897697851825783,0.03314808124814256,-0.641811048302121,-0.5408963354454864
"Alta Vista winery ,Valle de Uco, Mendoza Province, Argentina",1.285672679935432,-0.38805223574305187,0.40004612908645676,-1.1575583590938598,-0.5408963354454864
"Harlan Estate winery ,Napa Valley, California, US",1.285672679935432,1.3392438829045774,-1.3121948638811551,-0.39369724010331714,-0.21688990472457687
"Domaine Jacques Prieur winery ,Chambertin, Burgundy, France",1.285672679935432,2.7025230509281193,-2.6550856923364297,0.3705818210298107,-0.5408963354454864
"Sugrue Pierre Ltd. winery ,nan, England, England",1.285672679935432,-0.15964944319460506,0.17426271503210958,-0.09545347613833954,-0.5408963354454864
"Domaine Dujac winery ,Clos Saint-Denis, Burgundy, France",1.285672679935432,1.4391701046445229,-1.4062211833483214,-0.7173875463408459,-0.5408963354454864
"Domaine Jacques Prieur winery ,Chevalier-Montrachet, Burgundy, France",1.285672679935432,4.158590853424467,-4.094454956932893,0.26666009153029396,-0.5408963354454864
"Semper winery ,Sonoma Coast, California, US",1.285672679935432,-0.12396150685891023,0.1389840565861178,2.0316037559468443,-0.5408963354454864
"Domaine Jacques Prieur winery ,Echézeaux, Burgundy, France",1.285672679935432,1.9102508642756946,-1.8718994748354123,-0.5473870360631128,-0.5408963354454864
"Scaggs Vineyard winery ,Mount Veeder, California, US",1.285672679935432,-0.4094649975444688,0.4212133241540519,0.5566162777405186,-0.5408963354454864
"DAOU winery ,Adelaida District, California, US",1.285672679935432,-0.016897697851825783,0.03314808124814256,-0.36026783033368376,-0.5408963354454864
"Bouchard Père & Fils winery ,Echézeaux, Burgundy, France",1.285672679935432,2.1243784822898633,-2.0835714255113627,-0.6243703179854923,-0.5408963354454864
"Faiveley winery ,Corton, Burgundy, France",1.285672679935432,0.6611730925263758,-0.637146429225701,-0.337488100940536,-0.5408963354454864
"Domaine Chanson winery ,Corton Vergennes, Burgundy, France",1.285672679935432,0.6040723943892641,-0.580700575712114,0.43275149916527683,-0.5408963354454864
"Louis Latour winery ,Criots-Bâtard-Montrachet, Burgundy, France",1.285672679935432,1.9816267369470841,-1.9424567917273958,0.3373613823314701,-0.5408963354454864
"Gary Farrell winery ,Sonoma Valley, California, US",1.285672679935432,-0.32024515670523174,0.33278602191669726,-1.4864407022074324,-0.5408963354454864
"Tamarack Cellars winery ,Walla Walla Valley (WA), Washington, US",1.285672679935432,-0.37377706120877396,0.3859346657080601,-0.5097598044762168,-0.5408963354454864
"Albert Bichot winery ,Grands-Echezeaux, Burgundy, France",1.285672679935432,2.017314673282779,-1.9777354501733875,-1.428067645637491,-0.5408963354454864
"Roche de Bellene winery ,Echézeaux, Burgundy, France",1.285672679935432,1.3820694065074113,-1.3497753298347344,-1.2428933610002224,-0.5408963354454864
"Krutzler winery ,nan, Südburgenland, Austria",1.285672679935432,-0.166787030461744,0.18131844672130787,-0.6038843807881822,-0.5408963354454864
"Olivier Leflaive winery ,Chevalier-Montrachet, Burgundy, France",1.285672679935432,4.337030535102942,-4.270848249162852,-1.1824736881176154,-0.5408963354454864
"Schloss Schönborn winery ,nan, Rheingau, Germany",1.285672679935432,-0.4094649975444688,0.4212133241540519,-2.0877306426473985,-0.5408963354454864
"Amuse Bouche winery ,Napa Valley, California, US",1.285672679935432,0.6968610288620706,-0.6724250876716925,1.3539068065006945,-0.5408963354454864
"Campo Eliseo winery ,Toro, Northern Spain, Spain",1.285672679935432,-0.070429602355368,0.0860660689171302,0.020157040372569202,-0.5408963354454864
"Domaine Faiveley winery ,Mazis-Chambertin, Burgundy, France",1.285672679935432,1.5640778818194547,-1.5296964879092922,-0.485398149430767,-0.5408963354454864
"Domaine Vincent Girardin winery ,Chevalier-Montrachet, Burgundy, France",1.285672679935432,2.1101033077555855,-2.069459962132966,1.0741432548910974,-0.5408963354454864
"Roche de Bellene winery ,Charmes-Chambertin, Burgundy, France",1.285672679935432,1.420136538598819,-1.3858765314696706,-1.147203936642429,-0.5408963354454864
"Ramey winery ,Carneros, California, US",1.285672679935432,-0.2667132522016895,0.2800478678346462,1.1595672401154018,-0.5408963354454864
"Roche de Bellene winery ,Clos Saint-Denis, Burgundy, France",1.285672679935432,1.6247473735901359,-1.5896702072674784,-0.9693092064699294,-0.5408963354454864
"Joseph Drouhin winery ,Vosne-Romanée, Burgundy, France",1.285672679935432,1.817462229802888,-1.7801749628758339,-0.08896758096390181,-0.5408963354454864
"Roche de Bellene winery ,Corton, Burgundy, France",1.285672679935432,0.28288096736801066,-0.26319264969818823,0.9751938053396111,-0.5408963354454864
"Roche de Bellene winery ,Clos de la Roche, Burgundy, France",1.285672679935432,1.4356013110109533,-1.402693317503722,-0.0933178765077319,-0.5408963354454864
"Big Basin winery ,Ben Lomond Mountain, California, US",1.285672679935432,-0.38805223574305187,0.40004612908645676,-0.00918819408985638,-0.5408963354454864
"Camille Giroud winery ,Chambertin, Burgundy, France",1.285672679935432,1.210767312096076,-1.1804377692939738,-1.5728138428231182,-0.5408963354454864
"Château Pontet-Canet winery ,Pauillac, Bordeaux, France",1.285672679935432,-0.028793676630390758,0.042029862291843106,0.31831031175391944,-0.5408963354454864
"Bruno Giacosa winery ,Barbaresco, Piedmont, Italy",1.285672679935432,0.6968610288620706,-0.6724250876716925,-0.14023635324077818,-0.5408963354454864
"Bruno Giacosa winery ,Barolo, Piedmont, Italy",1.285672679935432,1.053740392219019,-1.0252116721316102,-0.023910888512984518,-0.5408963354454864
"Manzone winery ,Barolo, Piedmont, Italy",1.285672679935432,-0.38805223574305187,0.40004612908645676,-1.9833235495954709,-0.5408963354454864
"Joseph Drouhin winery ,Charmes-Chambertin, Burgundy, France",1.285672679935432,0.4399078872450679,-0.41841874686055197,-2.15417152004408,-0.5408963354454864
"Domaine Faiveley winery ,Corton-Rognet, Burgundy, France",1.285672679935432,0.8753007105405447,-0.8488183799016512,0.04460626630234303,-0.5408963354454864
"Domaine Méo-Camuzet winery ,Corton-Charlemagne, Burgundy, France",1.285672679935432,1.4605828664459397,-1.427388378415916,1.164550305920153,-0.5408963354454864
"Domaine Rossignol-Trapet winery ,Chapelle-Chambertin, Burgundy, France",1.285672679935432,0.48273341084790167,-0.46075313699574205,-1.4689999718908036,-0.5408963354454864
"Domaine Méo-Camuzet winery ,Clos de Vougeot, Burgundy, France",1.285672679935432,1.4605828664459397,-1.427388378415916,-1.1887025203735542,-0.5408963354454864
"Chateau Ste. Michelle & Dr. Loosen winery ,Columbia Gorge (WA), Washington, US",1.285672679935432,0.6968610288620706,-0.6724250876716925,0.9270241692270169,-0.5408963354454864
"Albert Bichot winery ,Clos de la Roche, Burgundy, France",1.285672679935432,1.3749318192402722,-1.342719598145536,0.024787254578901092,-0.5408963354454864
"Arcadian winery ,Santa Maria Valley, California, US",1.285672679935432,-0.37377706120877396,0.3859346657080601,-0.16094519814363994,-0.5408963354454864
"COS winery ,Vittoria, Sicily & Sardinia, Italy",1.285672679935432,-0.5165288065515532,0.5270492994920272,-1.406711649331415,-0.5408963354454864
"L'Aietta winery ,Brunello di Montalcino, Tuscany, Italy",1.285672679935432,-0.19533737953029987,0.20954137347810128,0.19854740634197535,-0.5408963354454864
"Château Pierre-Bise winery ,Quarts de Chaume, Loire Valley, France",1.285672679935432,-0.30240118853738435,0.3153773488160766,0.7061082518830517,-0.5408963354454864
"Nicolaysen Family Vineyards winery ,Santa Barbara County, California, US",1.285672679935432,-0.37377706120877396,0.3859346657080601,1.166362329849153,-0.5408963354454864
"Paul Lato winery ,Sta. Rita Hills, California, US",1.285672679935432,-0.2310253158659947,0.24482003192409307,0.6301164983605972,-0.5408963354454864
"Gérard Bertrand winery ,Rivesaltes, Languedoc-Roussillon, France",1.285672679935432,1.7674991189329152,-1.7307848410514453,-0.9914561656021565,-0.5408963354454864
"David Duband winery ,Latricières-Chambertin, Burgundy, France",1.285672679935432,1.196492137561798,-1.166326305915577,0.6584922897487632,-0.5408963354454864
"Verité winery ,Sonoma County, California, US",1.2516398584311377,1.9340428218328243,-1.875088228280929,-0.7114025216576053,-0.21688990472457687
"Quinta do Vesuvio winery ,nan, Port, Portugal",1.2346234476789903,-0.13823668139318818,0.15228631669382,0.06064303760255387,-0.5408963354454864
"Julien Schaal winery ,Alsace, Alsace, France",1.2090988315507716,-0.4986848383837058,0.5092884627928648,-0.061209729283666234,-0.5408963354454864
"Luciano Sandrone winery ,Barolo, Piedmont, Italy",1.2090988315507716,0.4095731413597273,-0.3911985878222201,0.0953780940588557,-0.5408963354454864
"Kendall-Jackson winery ,Knights Valley, California, US",1.2090988315507716,-0.12396150685891023,0.13918894309134436,0.14240702211312367,-0.21688990472457687
"Maison Bleue winery ,Snipes Mountain, Washington, US",1.2090988315507716,-0.4451529338801636,0.45591143286830277,0.32692088044659867,-0.21688990472457687
"Louis Latour winery ,Chevalier-Montrachet, Burgundy, France",1.2090988315507716,2.005418694504214,-1.9821777349169847,0.17387071439815519,-0.5408963354454864
"Chanson Père et Fils winery ,Chambertin Clos de Bèze, Burgundy, France",1.2090988315507716,1.6556769184144047,-1.6264500852218102,-0.21415722227294623,-0.5408963354454864
"Le Dôme winery ,Saint-Émilion, Bordeaux, France",1.198159710352961,0.7991664463577292,-0.775229172985272,0.022411284427099554,-0.5408963354454864
"Château Lynch-Bages winery ,Pauillac, Bordeaux, France",1.1937840618738402,0.1526199997427246,-0.130324558703004,-0.39440183109622884,-0.5408963354454864
"Château Haut-Brion winery ,Pessac-Léognan, Bordeaux, France",1.1937840618738402,3.349902216057624,-3.2331043825603536,-0.11909542691770358,-0.21688990472457687
"Biondi Santi winery ,Brunello di Montalcino, Tuscany, Italy",1.1835742154225528,2.3535743400902143,-2.2985142063933486,0.040597776401713234,-0.21688990472457687
"Cantina Bartolo Mascarello winery ,Barolo, Piedmont, Italy",1.1835742154225528,0.28644976100158015,-0.27197478382197765,0.20863218237540015,-0.5408963354454864
"Domaine des Croix winery ,Corton, Burgundy, France",1.1835742154225528,0.19722992016234311,-0.18175149137073926,-0.11862868694456302,-0.5408963354454864
"Montagna winery ,Napa Valley, California, US",1.1835742154225528,-0.17154542197317002,0.18633241562780897,-0.1633140918603444,-0.21688990472457687
"Ramey winery ,Oakville, California, US",1.1835742154225528,0.4232535169550769,-0.40445740543298947,-1.167434094951802,-0.5408963354454864
"Château Léoville Poyferré winery ,Saint-Julien, Bordeaux, France",1.1464475010542314,0.0930211460621143,-0.0715427983074096,-0.0904664882038722,-0.5408963354454864
"Mirror winery ,Howell Mountain, California, US",1.1325249831661108,-0.016897697851825783,0.029582684915834778,-0.4523655644036373,-0.5408963354454864
